ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204154_at	0.7964239	1.37e-01	1.647252	-5.247	0.325395	CDO1	cysteine dioxygenase type 1
219895_at	0.7964239	1.37e-01	1.64723	-5.24703	1.8699419	TMEM255A	transmembrane protein 255A
213779_at	0.7964239	1.37e-01	-1.647178	-5.2471	-0.4568402	EMID1	EMI domain containing 1
210708_x_at	0.7964239	1.37e-01	-1.647087	-5.24722	-0.3043992	CASP10	caspase 10
216257_at	0.7964239	1.37e-01	1.646992	-5.24735	0.6666114	SERPINB13	serpin family B member 13
216039_at	0.7964239	1.37e-01	-1.646913	-5.24745	-0.4912407	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit
220383_at	0.7964239	1.38e-01	1.646863	-5.24752	1.1091116	ABCG5	ATP binding cassette subfamily G member 5
218061_at	0.7964239	1.38e-01	1.64677	-5.24765	0.4286925	MEA1	male-enhanced antigen 1
220715_at	0.7964239	1.38e-01	1.646708	-5.24773	0.3142164		
218657_at	0.7964239	1.38e-01	-1.64635	-5.24821	-0.4983162	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
214027_x_at	0.7964239	1.38e-01	-1.646348	-5.24822	-0.4950734	SUPT20H///DES	SPT20 homolog, SAGA complex component///desmin
204396_s_at	0.7964239	1.38e-01	-1.646097	-5.24856	-0.2820182	GRK5	G protein-coupled receptor kinase 5
209863_s_at	0.7964239	1.38e-01	-1.646027	-5.24865	-0.356386	TP63	tumor protein p63
214627_at	0.7964239	1.38e-01	-1.646022	-5.24866	-0.8104589	EPX	eosinophil peroxidase
218877_s_at	0.7964239	1.38e-01	1.646011	-5.24867	0.548931	TRMT11	tRNA methyltransferase 11 homolog
209115_at	0.7964239	1.38e-01	1.645601	-5.24922	0.3527419	UBA3	ubiquitin like modifier activating enzyme 3
208426_x_at	0.7964239	1.38e-01	-1.64542	-5.24947	-0.3887379	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
217023_x_at	0.7964239	1.38e-01	-1.645274	-5.24966	-0.3679244	TPSB2///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
205521_at	0.7964239	1.38e-01	1.645177	-5.2498	0.8747835	EXOG	endo/exonuclease (5'-3'), endonuclease G-like
210433_at	0.7964239	1.38e-01	-1.645174	-5.2498	-0.6585011	POFUT1	protein O-fucosyltransferase 1
201561_s_at	0.7966639	1.38e-01	1.64472	-5.25041	0.2769853	CLSTN1	calsyntenin 1
204733_at	0.7966639	1.38e-01	-1.644632	-5.25053	-0.7716057	KLK6	kallikrein related peptidase 6
216852_x_at	0.7969746	1.38e-01	1.644202	-5.25111	0.4094328	IGLJ3	immunoglobulin lambda joining 3
204554_at	0.7970656	1.38e-01	1.643955	-5.25144	0.4179858	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
216683_at	0.7971653	1.38e-01	-1.643701	-5.25178	-0.3697573		
221683_s_at	0.7975164	1.38e-01	1.643172	-5.2525	0.5375416	CEP290	centrosomal protein 290
201224_s_at	0.7975164	1.38e-01	1.642699	-5.25314	0.5549598	SRRM1	serine and arginine repetitive matrix 1
205530_at	0.7975164	1.38e-01	1.642696	-5.25314	0.3019574	ETFDH	electron transfer flavoprotein dehydrogenase
220044_x_at	0.7975164	1.38e-01	1.6424	-5.25354	0.2840349	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
216787_at	0.7975164	1.38e-01	-1.642142	-5.25389	-0.4484163		
200811_at	0.7975164	1.39e-01	1.641768	-5.25439	0.2903329	CIRBP	cold inducible RNA binding protein
200916_at	0.7975164	1.39e-01	-1.641332	-5.25498	-0.4703292	TAGLN2	transgelin 2
219481_at	0.7975164	1.39e-01	1.641095	-5.2553	0.3512219	TTC13	tetratricopeptide repeat domain 13
216871_at	0.7975164	1.39e-01	1.641016	-5.2554	0.861471	ZDHHC17	zinc finger DHHC-type containing 17
221874_at	0.7975164	1.39e-01	1.640786	-5.25571	0.5012658	KIAA1324	KIAA1324
207275_s_at	0.7975164	1.39e-01	-1.640731	-5.25579	-0.3531422	ACSL1	acyl-CoA synthetase long-chain family member 1
212365_at	0.7975164	1.39e-01	-1.640632	-5.25592	-0.3011277	MYO1B	myosin IB
213805_at	0.7975164	1.39e-01	1.640417	-5.25621	0.5435284	ABHD5	abhydrolase domain containing 5
220942_x_at	0.7975164	1.39e-01	1.640409	-5.25622	0.2725748	FAM162A	family with sequence similarity 162 member A
204759_at	0.7975164	1.39e-01	1.640343	-5.25631	0.4849988	RCBTB2	RCC1 and BTB domain containing protein 2
209158_s_at	0.7975164	1.39e-01	-1.64027	-5.25641	-0.4412992	CYTH2	cytohesin 2
214829_at	0.7975164	1.39e-01	1.640218	-5.25648	0.680263	AASS	aminoadipate-semialdehyde synthase
221741_s_at	0.7975164	1.39e-01	1.640164	-5.25655	0.2571326	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
201905_s_at	0.7975164	1.39e-01	1.640153	-5.25656	1.208641	CTDSPL	CTD small phosphatase like
207601_at	0.7975164	1.39e-01	1.639755	-5.2571	0.440038	SULT1B1	sulfotransferase family 1B member 1
214049_x_at	0.7975164	1.39e-01	1.639688	-5.25719	0.6404543	CD7	CD7 molecule
222024_s_at	0.7975164	1.39e-01	-1.639503	-5.25744	-0.4026622	AKAP13	A-kinase anchoring protein 13
214511_x_at	0.7975164	1.39e-01	-1.63948	-5.25747	-0.9826794	FCGR1B	Fc fragment of IgG receptor Ib
211989_at	0.7975421	1.39e-01	1.639067	-5.25803	0.2546055	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
220032_at	0.7975421	1.39e-01	-1.638961	-5.25817	-0.3622969	CPED1	cadherin like and PC-esterase domain containing 1
217052_x_at	0.7975421	1.39e-01	1.638571	-5.25869	0.6281985		
214424_s_at	0.7975421	1.39e-01	1.637997	-5.25947	0.7478297	ALDOB	aldolase, fructose-bisphosphate B
210121_at	0.7975421	1.39e-01	-1.637896	-5.2596	-0.7635974	B3GALT2	beta-1,3-galactosyltransferase 2
219965_s_at	0.7975421	1.39e-01	-1.637857	-5.25965	-1.1169849	MAGIX	MAGI family member, X-linked
207355_at	0.7975421	1.39e-01	1.637629	-5.25996	0.4806463	SLC1A7	solute carrier family 1 member 7
213954_at	0.7975421	1.39e-01	1.637573	-5.26004	1.2933065	FAM169A	family with sequence similarity 169 member A
203867_s_at	0.7975421	1.39e-01	-1.637555	-5.26006	-0.7312058	NLE1	notchless homolog 1
206035_at	0.7975421	1.40e-01	-1.637191	-5.26055	-0.6809317	REL	REL proto-oncogene, NF-kB subunit
212093_s_at	0.7975421	1.40e-01	1.636801	-5.26107	0.6173153	MTUS1	microtubule associated tumor suppressor 1
215536_at	0.7975421	1.40e-01	-1.636637	-5.2613	-0.3239365	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2
209066_x_at	0.7975421	1.40e-01	1.636481	-5.26151	0.3896229	UQCRB	ubiquinol-cytochrome c reductase binding protein
216868_s_at	0.7975421	1.40e-01	-1.636036	-5.2621	-1.0280253		
207404_s_at	0.7975421	1.40e-01	1.63574	-5.2625	1.1705638	HTR1E	5-hydroxytryptamine receptor 1E
206182_at	0.7975421	1.40e-01	1.635546	-5.26276	0.3182504	ZNF134	zinc finger protein 134
208176_at	0.7975421	1.40e-01	1.635292	-5.2631	1.0229598	DUX1	double homeobox 1
212474_at	0.7975421	1.40e-01	1.634984	-5.26352	0.3173516	AVL9	AVL9 cell migration associated
208440_at	0.7975421	1.40e-01	1.634961	-5.26355	0.4016468	LINC01565	long intergenic non-protein coding RNA 1565
209660_at	0.7975421	1.40e-01	1.634808	-5.26375	1.0533537	TTR	transthyretin
211967_at	0.7975421	1.40e-01	1.634778	-5.26379	0.3143124	TMEM123	transmembrane protein 123
221193_s_at	0.7975421	1.40e-01	1.634719	-5.26387	0.3774405	ZCCHC10	zinc finger CCHC-type containing 10
207500_at	0.7975421	1.40e-01	1.634602	-5.26403	0.8981055	CASP5	caspase 5
206240_s_at	0.7975421	1.40e-01	-1.634513	-5.26415	-0.2609355	ZNF136	zinc finger protein 136
202800_at	0.7975421	1.40e-01	-1.634245	-5.26451	-1.5784233	SLC1A3	solute carrier family 1 member 3
217070_at	0.7975421	1.40e-01	1.634167	-5.26462	1.0485569	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
211606_at	0.7975421	1.40e-01	-1.633831	-5.26507	-1.0839362		
219449_s_at	0.7975421	1.40e-01	1.6337	-5.26524	0.313076	TMEM70	transmembrane protein 70
203925_at	0.7975421	1.40e-01	1.633592	-5.26539	0.3392094	GCLM	glutamate-cysteine ligase modifier subunit
203028_s_at	0.7975421	1.40e-01	1.633041	-5.26613	0.2797337	CYBA	cytochrome b-245 alpha chain
214503_x_at	0.7975421	1.40e-01	1.632875	-5.26635	0.3671263	GPR135	G protein-coupled receptor 135
221404_at	0.7975421	1.40e-01	-1.632871	-5.26636	-0.5430455	IL36A	interleukin 36, alpha
219048_at	0.7975421	1.40e-01	1.632835	-5.26641	1.0527323	PIGN	phosphatidylinositol glycan anchor biosynthesis class N
214528_s_at	0.7975421	1.41e-01	1.632332	-5.26708	0.7722023	PAX8	paired box 8
219485_s_at	0.7975421	1.41e-01	1.632219	-5.26723	0.2506373	PSMD10	proteasome 26S subunit, non-ATPase 10
209412_at	0.7975421	1.41e-01	-1.632143	-5.26733	-0.3286243	LOC102724200///TRAPPC10	trafficking protein particle complex subunit 10-like///trafficking protein particle complex 10
213860_x_at	0.7975421	1.41e-01	1.632111	-5.26738	0.2338013	CSNK1A1	casein kinase 1 alpha 1
205413_at	0.7975421	1.41e-01	-1.632106	-5.26738	-1.1026346	MPPED2	metallophosphoesterase domain containing 2
204798_at	0.7975421	1.41e-01	1.631993	-5.26754	1.3538664	MYB	MYB proto-oncogene, transcription factor
213439_x_at	0.7975421	1.41e-01	1.63196	-5.26758	0.9021489	RUNDC3A	RUN domain containing 3A
201424_s_at	0.7975421	1.41e-01	1.631952	-5.26759	0.2921265	CUL4A	cullin 4A
218042_at	0.7975421	1.41e-01	1.631949	-5.2676	0.238836	COPS4	COP9 signalosome subunit 4
212709_at	0.7975421	1.41e-01	1.631869	-5.2677	0.3790366	NUP160	nucleoporin 160
204229_at	0.7975421	1.41e-01	1.631797	-5.2678	0.8477207	SLC17A7	solute carrier family 17 member 7
212750_at	0.7975421	1.41e-01	1.631267	-5.26851	0.9449429	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
205168_at	0.7975421	1.41e-01	1.631253	-5.26853	1.0025208	DDR2	discoidin domain receptor tyrosine kinase 2
211212_s_at	0.7975421	1.41e-01	1.631181	-5.26863	0.3797542	ORC5	origin recognition complex subunit 5
207138_at	0.7975421	1.41e-01	-1.631131	-5.26869	-0.4428573	PHF2	PHD finger protein 2
201878_at	0.7975421	1.41e-01	-1.631021	-5.26884	-0.3705748	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
220593_s_at	0.7975421	1.41e-01	1.630862	-5.26905	0.8909262	CCDC40	coiled-coil domain containing 40
221384_at	0.7975421	1.41e-01	1.630771	-5.26918	0.6263689	UCP1	uncoupling protein 1
207810_at	0.7975421	1.41e-01	-1.6302	-5.26994	-0.5798921	F13B	coagulation factor XIII B chain
212380_at	0.7975421	1.41e-01	-1.630189	-5.26996	-0.375269	CMTR1	cap methyltransferase 1
205658_s_at	0.7975421	1.41e-01	-1.63012	-5.27005	-0.9976716	SNAPC4	small nuclear RNA activating complex polypeptide 4
202284_s_at	0.7975421	1.41e-01	-1.630103	-5.27007	-0.5399876	CDKN1A	cyclin dependent kinase inhibitor 1A
202626_s_at	0.7975421	1.41e-01	1.629897	-5.27035	0.4264898	LYN	LYN proto-oncogene, Src family tyrosine kinase
219272_at	0.7975421	1.41e-01	1.629811	-5.27047	0.4999531	TRIM62	tripartite motif containing 62
216926_s_at	0.7977653	1.41e-01	1.629334	-5.27111	0.8583147	MAU2	MAU2 sister chromatid cohesion factor
203794_at	0.7977653	1.41e-01	1.629289	-5.27117	0.2501313	CDC42BPA	CDC42 binding protein kinase alpha
59697_at	0.797948	1.41e-01	-1.628845	-5.27176	-0.2231554	RAB15	RAB15, member RAS oncogene family
209410_s_at	0.797948	1.41e-01	-1.628801	-5.27182	-0.4013644	GRB10	growth factor receptor bound protein 10
203711_s_at	0.7988052	1.42e-01	1.627703	-5.27329	0.6178028	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
214291_at	0.7988052	1.42e-01	1.627226	-5.27393	1.1420859	RPL17-C18orf32///SNORD58C///SNORD58A///SNORD58B///RPL17	RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17
214914_at	0.7988052	1.42e-01	-1.627026	-5.2742	-1.3915638	FAM13C	family with sequence similarity 13 member C
200843_s_at	0.7988052	1.42e-01	-1.626977	-5.27427	-0.2334881	EPRS	glutamyl-prolyl-tRNA synthetase
202541_at	0.7988052	1.42e-01	1.626826	-5.27447	0.3000773	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
206938_at	0.7988052	1.42e-01	-1.626577	-5.2748	-0.5635026	SRD5A2	steroid 5 alpha-reductase 2
218300_at	0.7988052	1.42e-01	1.62657	-5.27481	0.6916149	PAGR1	PAXIP1 associated glutamate rich protein 1
205196_s_at	0.7988052	1.42e-01	1.626559	-5.27483	0.8629329	AP1S1	adaptor related protein complex 1 sigma 1 subunit
213871_s_at	0.7988052	1.42e-01	1.626509	-5.2749	0.579481	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
217815_at	0.7988052	1.42e-01	1.626411	-5.27503	0.2850371	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
203791_at	0.79967	1.42e-01	1.625005	-5.27691	0.3692352	DMXL1	Dmx like 1
219500_at	0.79967	1.42e-01	-1.624917	-5.27703	-0.6865191	CLCF1	cardiotrophin-like cytokine factor 1
AFFX-PheX-3_at	0.79967	1.42e-01	-1.624704	-5.27731	-0.8745741		
214747_at	0.79967	1.42e-01	1.62445	-5.27765	1.2110305	ZBED4	zinc finger BED-type containing 4
203100_s_at	0.79967	1.42e-01	1.624229	-5.27795	0.5358387	CDYL	chromodomain Y-like
216771_at	0.79967	1.42e-01	-1.623683	-5.27868	-1.0528679	LOC101926997	uncharacterized LOC101926997
217261_at	0.79967	1.42e-01	1.623586	-5.27881	0.4023707	TTTY2B///TTTY2	testis-specific transcript, Y-linked 2B (non-protein coding)///testis-specific transcript, Y-linked 2 (non-protein coding)
205934_at	0.79967	1.42e-01	1.623556	-5.27885	0.3510259	PLCL1	phospholipase C like 1
211932_at	0.79967	1.42e-01	1.623393	-5.27907	0.2829125	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
204448_s_at	0.79967	1.43e-01	1.622981	-5.27962	0.2668404	PDCL	phosducin like
201477_s_at	0.79967	1.43e-01	1.62288	-5.27976	0.3155789	RRM1	ribonucleotide reductase catalytic subunit M1
220024_s_at	0.79967	1.43e-01	-1.622806	-5.27986	-0.6051935	PRX	periaxin
221720_s_at	0.79967	1.43e-01	1.622729	-5.27996	0.3914807		
213663_s_at	0.79967	1.43e-01	-1.622446	-5.28034	-1.1606615	FAM134B	family with sequence similarity 134 member B
219708_at	0.79967	1.43e-01	-1.622339	-5.28048	-0.5362291	NT5M	5',3'-nucleotidase, mitochondrial
211011_at	0.79967	1.43e-01	1.622324	-5.2805	0.5637424	COL19A1	collagen type XIX alpha 1 chain
213259_s_at	0.79967	1.43e-01	1.621992	-5.28095	0.782386	SARM1	sterile alpha and TIR motif containing 1
201196_s_at	0.79967	1.43e-01	1.621976	-5.28097	0.3216255	AMD1	adenosylmethionine decarboxylase 1
201129_at	0.79967	1.43e-01	1.621964	-5.28099	0.2771339	SRSF7	serine and arginine rich splicing factor 7
220751_s_at	0.79967	1.43e-01	1.621923	-5.28104	0.5150837	FAXDC2	fatty acid hydroxylase domain containing 2
208508_s_at	0.79967	1.43e-01	-1.621511	-5.28159	-1.1410463	OR2J2	olfactory receptor family 2 subfamily J member 2
203099_s_at	0.79967	1.43e-01	1.62151	-5.28159	0.4829797	CDYL	chromodomain Y-like
206196_s_at	0.79967	1.43e-01	1.621388	-5.28176	0.7846976	RUNDC3A	RUN domain containing 3A
36920_at	0.79967	1.43e-01	1.621274	-5.28191	0.6983797	MTM1	myotubularin 1
220288_at	0.79967	1.43e-01	-1.621147	-5.28208	-0.3214187	MYO15A	myosin XVA
206696_at	0.79967	1.43e-01	-1.621115	-5.28212	-0.8690521	GPR143	G protein-coupled receptor 143
39318_at	0.79967	1.43e-01	-1.620716	-5.28266	-0.4044554	TCL1A	T-cell leukemia/lymphoma 1A
204437_s_at	0.79967	1.43e-01	1.620702	-5.28267	0.7192462	FOLR1	folate receptor 1
207568_at	0.79967	1.43e-01	-1.620685	-5.2827	-0.344035	CHRNA6	cholinergic receptor nicotinic alpha 6 subunit
214187_x_at	0.79967	1.43e-01	1.620682	-5.2827	0.7967018	CTDSPL	CTD small phosphatase like
219361_s_at	0.8000213	1.43e-01	-1.620141	-5.28343	-0.3147637	AEN	apoptosis enhancing nuclease
216136_at	0.8000213	1.43e-01	-1.619668	-5.28406	-1.2570391		
207179_at	0.8000213	1.43e-01	1.619359	-5.28447	0.426294	TLX1	T-cell leukemia homeobox 1
200849_s_at	0.8000213	1.43e-01	-1.619316	-5.28453	-0.3338752	AHCYL1	adenosylhomocysteinase like 1
206807_s_at	0.8000213	1.43e-01	-1.619133	-5.28477	-0.236892	ADD2	adducin 2
201018_at	0.8000213	1.43e-01	1.619031	-5.28491	0.361409	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
217208_s_at	0.8000213	1.43e-01	-1.619022	-5.28492	-0.9006706	DLG1	discs large MAGUK scaffold protein 1
218472_s_at	0.8000213	1.43e-01	-1.618756	-5.28528	-0.2693472	PELO	pelota homolog (Drosophila)
206607_at	0.8000213	1.43e-01	1.618651	-5.28542	0.6225628	CBL	Cbl proto-oncogene
202952_s_at	0.8000213	1.44e-01	1.618499	-5.28562	0.8597422	ADAM12	ADAM metallopeptidase domain 12
201339_s_at	0.8000213	1.44e-01	1.618439	-5.2857	0.3132721	SCP2	sterol carrier protein 2
214082_at	0.8000213	1.44e-01	1.618272	-5.28592	0.7559482	CA5B	carbonic anhydrase 5B
207020_at	0.8000213	1.44e-01	1.618184	-5.28604	0.4756058	HSF2BP	heat shock transcription factor 2 binding protein
53987_at	0.8000213	1.44e-01	-1.617901	-5.28642	-0.3466366	RANBP10	RAN binding protein 10
207588_at	0.8000213	1.44e-01	1.617895	-5.28643	0.9600311		
212665_at	0.8000213	1.44e-01	1.617638	-5.28677	0.3425478	TIPARP	TCDD inducible poly(ADP-ribose) polymerase
214281_s_at	0.8000213	1.44e-01	1.61724	-5.2873	0.3029777	RCHY1	ring finger and CHY zinc finger domain containing 1
217312_s_at	0.8000213	1.44e-01	1.617014	-5.28761	0.9737469	COL7A1	collagen type VII alpha 1 chain
203058_s_at	0.8000213	1.44e-01	-1.616377	-5.28846	-0.3229518	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
219095_at	0.8000213	1.44e-01	-1.616187	-5.28871	-0.799182	PLA2G4B///JMJD7-PLA2G4B	phospholipase A2 group IVB///JMJD7-PLA2G4B readthrough
203479_s_at	0.8000213	1.44e-01	-1.616177	-5.28873	-0.3421491	OTUD4	OTU deubiquitinase 4
220480_at	0.8000213	1.44e-01	1.615924	-5.28906	0.4383098	HAND2	heart and neural crest derivatives expressed 2
213528_at	0.8000213	1.44e-01	-1.615909	-5.28908	-0.3004141	METTL18	methyltransferase like 18
217599_s_at	0.8000213	1.44e-01	1.615841	-5.28918	0.9763	MDFIC	MyoD family inhibitor domain containing
205021_s_at	0.8000213	1.44e-01	-1.615649	-5.28943	-0.3581397	FOXN3	forkhead box N3
209771_x_at	0.8000213	1.44e-01	-1.615067	-5.29021	-0.6095105	CD24	CD24 molecule
200944_s_at	0.8000213	1.44e-01	1.615026	-5.29026	0.2561061	LOC101927733///HMGN1	uncharacterized LOC101927733///high mobility group nucleosome binding domain 1
214634_at	0.8000213	1.44e-01	-1.615005	-5.29029	-1.285302	HIST1H4I	histone cluster 1, H4i
220518_at	0.8000213	1.44e-01	1.614986	-5.29032	1.0139298	ABI3BP	ABI family member 3 binding protein
208423_s_at	0.8000213	1.44e-01	-1.614946	-5.29037	-1.0184994	MSR1	macrophage scavenger receptor 1
214302_x_at	0.8000213	1.44e-01	1.61493	-5.29039	0.3905592	GJC2	gap junction protein gamma 2
210409_at	0.8000213	1.44e-01	1.61484	-5.29051	1.1356407	AFDN-AS1	AFDN antisense RNA 1 (head to head)
202982_s_at	0.8000213	1.44e-01	1.614762	-5.29062	0.2899074	ACOT1///ACOT2	acyl-CoA thioesterase 1///acyl-CoA thioesterase 2
206541_at	0.8000213	1.44e-01	-1.614387	-5.29112	-0.5543258	KLKB1	kallikrein B1
211049_at	0.8000213	1.44e-01	1.614325	-5.2912	0.7866701	TLX2	T-cell leukemia homeobox 2
218456_at	0.8000213	1.44e-01	1.614312	-5.29122	0.3253502	CAPRIN2	caprin family member 2
204960_at	0.8000213	1.44e-01	1.614257	-5.29129	0.8759066	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein
204732_s_at	0.8003624	1.45e-01	1.613808	-5.29189	0.270888	TRIM23	tripartite motif containing 23
207575_at	0.800498	1.45e-01	1.613415	-5.29242	1.1422224	GOLGA6A	golgin A6 family member A
210786_s_at	0.800498	1.45e-01	-1.613366	-5.29248	-0.6542514	FLI1	Fli-1 proto-oncogene, ETS transcription factor
214209_s_at	0.8005117	1.45e-01	1.613189	-5.29272	0.8254891	ABCB9	ATP binding cassette subfamily B member 9
204160_s_at	0.8010141	1.45e-01	1.612599	-5.29351	0.315053	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)
209168_at	0.8010141	1.45e-01	1.612443	-5.29371	0.4232248	GPM6B	glycoprotein M6B
214856_at	0.8015939	1.45e-01	-1.611583	-5.29486	-1.0666144	SPTBN1	spectrin beta, non-erythrocytic 1
209409_at	0.8015939	1.45e-01	-1.611431	-5.29506	-0.2670873	GRB10	growth factor receptor bound protein 10
202990_at	0.8015939	1.45e-01	1.611189	-5.29539	0.2810092	PYGL	phosphorylase, glycogen, liver
207493_x_at	0.8015939	1.45e-01	1.610796	-5.29591	0.6449828	SSX2B///SSX2	SSX family member 2B///SSX family member 2
37577_at	0.8015939	1.45e-01	1.610497	-5.29631	0.4082116	ARHGAP19	Rho GTPase activating protein 19
AFFX-LysX-5_at	0.8015939	1.45e-01	1.610467	-5.29635	1.406761		
208944_at	0.8015939	1.45e-01	-1.610186	-5.29673	-0.2591261	TGFBR2	transforming growth factor beta receptor 2
221608_at	0.8015939	1.45e-01	1.610157	-5.29676	0.3164582	WNT6	Wnt family member 6
221151_at	0.8015939	1.45e-01	-1.610014	-5.29696	-0.6610735	PRDM9	PR/SET domain 9
215960_at	0.8015939	1.45e-01	1.609854	-5.29717	0.6696285	SLC5A4	solute carrier family 5 member 4
212412_at	0.8015939	1.45e-01	1.609853	-5.29717	0.2440363	PDLIM5	PDZ and LIM domain 5
203891_s_at	0.8015939	1.45e-01	-1.609763	-5.29729	-0.5874911	MIR637///DAPK3	microRNA 637///death associated protein kinase 3
218793_s_at	0.8015939	1.45e-01	1.609696	-5.29738	0.373772	SCML1	sex comb on midleg-like 1 (Drosophila)
210029_at	0.8015939	1.45e-01	-1.609657	-5.29743	-0.4590108	IDO1	indoleamine 2,3-dioxygenase 1
212028_at	0.8016148	1.46e-01	-1.609048	-5.29824	-0.4565806	RBM25	RNA binding motif protein 25
214677_x_at	0.8016148	1.46e-01	1.60884	-5.29852	0.3720567	IGLC1	immunoglobulin lambda constant 1
204838_s_at	0.8016148	1.46e-01	1.608655	-5.29877	0.3015114	MLH3	mutL homolog 3
212525_s_at	0.8016148	1.46e-01	1.60838	-5.29913	1.6280644	H2AFX	H2A histone family member X
206578_at	0.8016148	1.46e-01	-1.608169	-5.29941	-0.9980094	NKX2-5	NK2 homeobox 5
204149_s_at	0.8016148	1.46e-01	1.607965	-5.29969	0.4959954	GSTM4	glutathione S-transferase mu 4
266_s_at	0.8016148	1.46e-01	-1.607922	-5.29974	-0.7872304	CD24	CD24 molecule
219564_at	0.8016148	1.46e-01	1.607922	-5.29974	0.4769044	KCNJ16	potassium voltage-gated channel subfamily J member 16
